Topic : TOPIC1-3, Partition : 0, Offset : 0, Key : None, value : 1
Topic : TOPIC1-3, Partition : 0, Offset : 754, Key : None, value : 755
Topic : TOPIC1-3, Partition : 0, Offset : 755, Key : None, value : 756
Topic : TOPIC1-3, Partition : 0, Offset : 756, Key : None, value : 757
Topic : TOPIC1-3, Partition : 0, Offset : 757, Key : None, value : 758
Topic : TOPIC1-3, Partition : 0, Offset : 758, Key : None, value : 759
Topic : TOPIC1-3, Partition : 0, Offset : 759, Key : None, value : 760
Topic : TOPIC1-3, Partition : 0, Offset : 760, Key : None, value : 761
Topic : TOPIC1-3, Partition : 0, Offset : 761, Key : None, value : 762
Topic : TOPIC1-3, Partition : 0, Offset : 762, Key : None, value : 763
Topic : TOPIC1-3, Partition : 0, Offset : 763, Key : None, value : 764
Topic : TOPIC1-3, Partition : 0, Offset : 764, Key : None, value : 765
Topic : TOPIC1-3, Partition : 0, Offset : 765, Key : None, value : 766
Topic : TOPIC1-3, Partition : 0, Offset : 766, Key : None, value : 767
Topic : TOPIC1-3, Partition : 0, Offset : 767, Key : None, value : 768
Topic : TOPIC1-3, Partition : 0, Offset : 768, Key : None, value : 769
Topic : TOPIC1-3, Partition : 0, Offset : 769, Key : None, value : 770
Topic : TOPIC1-3, Partition : 0, Offset : 770, Key : None, value : 771
Topic : TOPIC1-3, Partition : 0, Offset : 771, Key : None, value : 772
Topic : TOPIC1-3, Partition : 0, Offset : 772, Key : None, value : 773
Topic : TOPIC1-3, Partition : 0, Offset : 773, Key : None, value : 774
Topic : TOPIC1-3, Partition : 0, Offset : 774, Key : None, value : 775
Topic : TOPIC1-3, Partition : 0, Offset : 775, Key : None, value : 776
Topic : TOPIC1-3, Partition : 0, Offset : 776, Key : None, value : 777
Topic : TOPIC1-3, Partition : 0, Offset : 777, Key : None, value : 778
Topic : TOPIC1-3, Partition : 0, Offset : 778, Key : None, value : 779
Topic : TOPIC1-3, Partition : 0, Offset : 779, Key : None, value : 780
Topic : TOPIC1-3, Partition : 0, Offset : 780, Key : None, value : 781
Topic : TOPIC1-3, Partition : 0, Offset : 781, Key : None, value : 782
Topic : TOPIC1-3, Partition : 0, Offset : 782, Key : None, value : 783
Topic : TOPIC1-3, Partition : 0, Offset : 783, Key : None, value : 784
Topic : TOPIC1-3, Partition : 0, Offset : 784, Key : None, value : 785
Topic : TOPIC1-3, Partition : 0, Offset : 785, Key : None, value : 786
Topic : TOPIC1-3, Partition : 0, Offset : 786, Key : None, value : 787
Topic : TOPIC1-3, Partition : 0, Offset : 787, Key : None, value : 788
Topic : TOPIC1-3, Partition : 0, Offset : 788, Key : None, value : 789
Topic : TOPIC1-3, Partition : 0, Offset : 789, Key : None, value : 790
Topic : TOPIC1-3, Partition : 0, Offset : 790, Key : None, value : 791
Topic : TOPIC1-3, Partition : 0, Offset : 791, Key : None, value : 792
Topic : TOPIC1-3, Partition : 0, Offset : 792, Key : None, value : 793
Topic : TOPIC1-3, Partition : 0, Offset : 793, Key : None, value : 794
Topic : TOPIC1-3, Partition : 0, Offset : 794, Key : None, value : 795
Topic : TOPIC1-3, Partition : 0, Offset : 795, Key : None, value : 796
Topic : TOPIC1-3, Partition : 0, Offset : 796, Key : None, value : 797
Topic : TOPIC1-3, Partition : 0, Offset : 797, Key : None, value : 798
Topic : TOPIC1-3, Partition : 0, Offset : 798, Key : None, value : 799
Topic : TOPIC1-3, Partition : 0, Offset : 799, Key : None, value : 800
Topic : TOPIC1-3, Partition : 0, Offset : 800, Key : None, value : 801
Topic : TOPIC1-3, Partition : 0, Offset : 801, Key : None, value : 802
Topic : TOPIC1-3, Partition : 0, Offset : 802, Key : None, value : 803
Topic : TOPIC1-3, Partition : 0, Offset : 803, Key : None, value : 804
Topic : TOPIC1-3, Partition : 0, Offset : 804, Key : None, value : 805
Topic : TOPIC1-3, Partition : 0, Offset : 805, Key : None, value : 806
Topic : TOPIC1-3, Partition : 0, Offset : 806, Key : None, value : 807
Topic : TOPIC1-3, Partition : 0, Offset : 807, Key : None, value : 808
Topic : TOPIC1-3, Partition : 0, Offset : 808, Key : None, value : 809
Topic : TOPIC1-3, Partition : 0, Offset : 809, Key : None, value : 810
Topic : TOPIC1-3, Partition : 0, Offset : 810, Key : None, value : 811
Topic : TOPIC1-3, Partition : 0, Offset : 811, Key : None, value : 812
Topic : TOPIC1-3, Partition : 0, Offset : 812, Key : None, value : 813
Topic : TOPIC1-3, Partition : 0, Offset : 813, Key : None, value : 814
Topic : TOPIC1-3, Partition : 0, Offset : 814, Key : None, value : 815
Topic : TOPIC1-3, Partition : 0, Offset : 815, Key : None, value : 816
Topic : TOPIC1-3, Partition : 0, Offset : 816, Key : None, value : 817
Topic : TOPIC1-3, Partition : 0, Offset : 817, Key : None, value : 818
Topic : TOPIC1-3, Partition : 0, Offset : 818, Key : None, value : 819
Topic : TOPIC1-3, Partition : 0, Offset : 819, Key : None, value : 820
Topic : TOPIC1-3, Partition : 0, Offset : 820, Key : None, value : 821
Topic : TOPIC1-3, Partition : 0, Offset : 821, Key : None, value : 822
Topic : TOPIC1-3, Partition : 0, Offset : 822, Key : None, value : 823
Topic : TOPIC1-3, Partition : 0, Offset : 823, Key : None, value : 824
Topic : TOPIC1-3, Partition : 0, Offset : 824, Key : None, value : 825
Topic : TOPIC1-3, Partition : 0, Offset : 825, Key : None, value : 826
Topic : TOPIC1-3, Partition : 0, Offset : 826, Key : None, value : 827
Topic : TOPIC1-3, Partition : 0, Offset : 827, Key : None, value : 828
Topic : TOPIC1-3, Partition : 0, Offset : 828, Key : None, value : 829
Topic : TOPIC1-3, Partition : 0, Offset : 829, Key : None, value : 830
Topic : TOPIC1-3, Partition : 0, Offset : 830, Key : None, value : 831
Topic : TOPIC1-3, Partition : 0, Offset : 831, Key : None, value : 832
Topic : TOPIC1-3, Partition : 0, Offset : 832, Key : None, value : 833
Topic : TOPIC1-3, Partition : 0, Offset : 833, Key : None, value : 834
Topic : TOPIC1-3, Partition : 0, Offset : 834, Key : None, value : 835
Topic : TOPIC1-3, Partition : 0, Offset : 835, Key : None, value : 836
Topic : TOPIC1-3, Partition : 0, Offset : 836, Key : None, value : 837
Topic : TOPIC1-3, Partition : 0, Offset : 837, Key : None, value : 838
Topic : TOPIC1-3, Partition : 0, Offset : 838, Key : None, value : 839
Topic : TOPIC1-3, Partition : 0, Offset : 839, Key : None, value : 840
Topic : TOPIC1-3, Partition : 0, Offset : 840, Key : None, value : 841
Topic : TOPIC1-3, Partition : 0, Offset : 841, Key : None, value : 842
Topic : TOPIC1-3, Partition : 0, Offset : 842, Key : None, value : 843
Topic : TOPIC1-3, Partition : 0, Offset : 843, Key : None, value : 844
Topic : TOPIC1-3, Partition : 0, Offset : 844, Key : None, value : 845
Topic : TOPIC1-3, Partition : 0, Offset : 845, Key : None, value : 846
Topic : TOPIC1-3, Partition : 0, Offset : 846, Key : None, value : 847
Topic : TOPIC1-3, Partition : 0, Offset : 847, Key : None, value : 848
Topic : TOPIC1-3, Partition : 0, Offset : 848, Key : None, value : 849
Topic : TOPIC1-3, Partition : 0, Offset : 849, Key : None, value : 850
Topic : TOPIC1-3, Partition : 0, Offset : 850, Key : None, value : 851
Topic : TOPIC1-3, Partition : 0, Offset : 851, Key : None, value : 852
Topic : TOPIC1-3, Partition : 0, Offset : 852, Key : None, value : 853
Topic : TOPIC1-3, Partition : 0, Offset : 853, Key : None, value : 854
Topic : TOPIC1-3, Partition : 0, Offset : 854, Key : None, value : 855
Topic : TOPIC1-3, Partition : 0, Offset : 855, Key : None, value : 856
Topic : TOPIC1-3, Partition : 0, Offset : 856, Key : None, value : 857
Topic : TOPIC1-3, Partition : 0, Offset : 857, Key : None, value : 858
Topic : TOPIC1-3, Partition : 0, Offset : 858, Key : None, value : 859
Topic : TOPIC1-3, Partition : 0, Offset : 859, Key : None, value : 860
Topic : TOPIC1-3, Partition : 0, Offset : 860, Key : None, value : 861
Topic : TOPIC1-3, Partition : 0, Offset : 861, Key : None, value : 862
Topic : TOPIC1-3, Partition : 0, Offset : 862, Key : None, value : 863
Topic : TOPIC1-3, Partition : 0, Offset : 863, Key : None, value : 864
Topic : TOPIC1-3, Partition : 0, Offset : 864, Key : None, value : 865
Topic : TOPIC1-3, Partition : 0, Offset : 865, Key : None, value : 866
Topic : TOPIC1-3, Partition : 0, Offset : 866, Key : None, value : 867
Topic : TOPIC1-3, Partition : 0, Offset : 867, Key : None, value : 868
Topic : TOPIC1-3, Partition : 0, Offset : 868, Key : None, value : 869
Topic : TOPIC1-3, Partition : 0, Offset : 869, Key : None, value : 870
Topic : TOPIC1-3, Partition : 0, Offset : 870, Key : None, value : 871
Topic : TOPIC1-3, Partition : 0, Offset : 871, Key : None, value : 872
Topic : TOPIC1-3, Partition : 0, Offset : 872, Key : None, value : 873
Topic : TOPIC1-3, Partition : 0, Offset : 873, Key : None, value : 874
Topic : TOPIC1-3, Partition : 0, Offset : 874, Key : None, value : 875
Topic : TOPIC1-3, Partition : 0, Offset : 875, Key : None, value : 876
Topic : TOPIC1-3, Partition : 0, Offset : 876, Key : None, value : 877
Topic : TOPIC1-3, Partition : 0, Offset : 877, Key : None, value : 878
Topic : TOPIC1-3, Partition : 0, Offset : 878, Key : None, value : 879
Topic : TOPIC1-3, Partition : 0, Offset : 879, Key : None, value : 880
Topic : TOPIC1-3, Partition : 0, Offset : 880, Key : None, value : 881
Topic : TOPIC1-3, Partition : 0, Offset : 881, Key : None, value : 882
Topic : TOPIC1-3, Partition : 0, Offset : 882, Key : None, value : 883
Topic : TOPIC1-3, Partition : 0, Offset : 883, Key : None, value : 884
Topic : TOPIC1-3, Partition : 0, Offset : 884, Key : None, value : 885
Topic : TOPIC1-3, Partition : 0, Offset : 885, Key : None, value : 886
Topic : TOPIC1-3, Partition : 0, Offset : 886, Key : None, value : 887
Topic : TOPIC1-3, Partition : 0, Offset : 887, Key : None, value : 888
Topic : TOPIC1-3, Partition : 0, Offset : 888, Key : None, value : 889
Topic : TOPIC1-3, Partition : 0, Offset : 889, Key : None, value : 890
Topic : TOPIC1-3, Partition : 0, Offset : 890, Key : None, value : 891
Topic : TOPIC1-3, Partition : 0, Offset : 891, Key : None, value : 892
Topic : TOPIC1-3, Partition : 0, Offset : 892, Key : None, value : 893
Topic : TOPIC1-3, Partition : 0, Offset : 893, Key : None, value : 894
Topic : TOPIC1-3, Partition : 0, Offset : 894, Key : None, value : 895
Topic : TOPIC1-3, Partition : 0, Offset : 895, Key : None, value : 896
Topic : TOPIC1-3, Partition : 0, Offset : 896, Key : None, value : 897
Topic : TOPIC1-3, Partition : 0, Offset : 897, Key : None, value : 898
Topic : TOPIC1-3, Partition : 0, Offset : 898, Key : None, value : 899
Topic : TOPIC1-3, Partition : 0, Offset : 899, Key : None, value : 900
Topic : TOPIC1-3, Partition : 0, Offset : 900, Key : None, value : 901
Topic : TOPIC1-3, Partition : 0, Offset : 901, Key : None, value : 902
Topic : TOPIC1-3, Partition : 0, Offset : 902, Key : None, value : 903
Topic : TOPIC1-3, Partition : 0, Offset : 903, Key : None, value : 904
Topic : TOPIC1-3, Partition : 0, Offset : 904, Key : None, value : 905
Topic : TOPIC1-3, Partition : 0, Offset : 905, Key : None, value : 906
Topic : TOPIC1-3, Partition : 0, Offset : 906, Key : None, value : 907
Topic : TOPIC1-3, Partition : 0, Offset : 907, Key : None, value : 908
Topic : TOPIC1-3, Partition : 0, Offset : 908, Key : None, value : 909
Topic : TOPIC1-3, Partition : 0, Offset : 909, Key : None, value : 910
Topic : TOPIC1-3, Partition : 0, Offset : 910, Key : None, value : 911
Topic : TOPIC1-3, Partition : 0, Offset : 911, Key : None, value : 912
Topic : TOPIC1-3, Partition : 0, Offset : 912, Key : None, value : 913
Topic : TOPIC1-3, Partition : 0, Offset : 913, Key : None, value : 914
Topic : TOPIC1-3, Partition : 0, Offset : 914, Key : None, value : 915
Topic : TOPIC1-3, Partition : 0, Offset : 915, Key : None, value : 916
Topic : TOPIC1-3, Partition : 0, Offset : 916, Key : None, value : 917
Topic : TOPIC1-3, Partition : 0, Offset : 917, Key : None, value : 918
Topic : TOPIC1-3, Partition : 0, Offset : 918, Key : None, value : 919
Topic : TOPIC1-3, Partition : 0, Offset : 919, Key : None, value : 920
Topic : TOPIC1-3, Partition : 0, Offset : 920, Key : None, value : 921
Topic : TOPIC1-3, Partition : 0, Offset : 921, Key : None, value : 922
Topic : TOPIC1-3, Partition : 0, Offset : 922, Key : None, value : 923
Topic : TOPIC1-3, Partition : 0, Offset : 923, Key : None, value : 924
Topic : TOPIC1-3, Partition : 0, Offset : 924, Key : None, value : 925
Topic : TOPIC1-3, Partition : 0, Offset : 925, Key : None, value : 926
Topic : TOPIC1-3, Partition : 0, Offset : 926, Key : None, value : 927
Topic : TOPIC1-3, Partition : 0, Offset : 927, Key : None, value : 928
Topic : TOPIC1-3, Partition : 0, Offset : 928, Key : None, value : 929
Topic : TOPIC1-3, Partition : 0, Offset : 929, Key : None, value : 930
Topic : TOPIC1-3, Partition : 0, Offset : 930, Key : None, value : 931
Topic : TOPIC1-3, Partition : 0, Offset : 931, Key : None, value : 932
Topic : TOPIC1-3, Partition : 0, Offset : 932, Key : None, value : 933
Topic : TOPIC1-3, Partition : 0, Offset : 933, Key : None, value : 934
Topic : TOPIC1-3, Partition : 0, Offset : 934, Key : None, value : 935
Topic : TOPIC1-3, Partition : 0, Offset : 935, Key : None, value : 936
Topic : TOPIC1-3, Partition : 0, Offset : 936, Key : None, value : 937
Topic : TOPIC1-3, Partition : 0, Offset : 937, Key : None, value : 938
Topic : TOPIC1-3, Partition : 0, Offset : 938, Key : None, value : 939
Topic : TOPIC1-3, Partition : 0, Offset : 939, Key : None, value : 940
Topic : TOPIC1-3, Partition : 0, Offset : 940, Key : None, value : 941
Topic : TOPIC1-3, Partition : 0, Offset : 941, Key : None, value : 942
Topic : TOPIC1-3, Partition : 0, Offset : 942, Key : None, value : 943
Topic : TOPIC1-3, Partition : 0, Offset : 943, Key : None, value : 944
Topic : TOPIC1-3, Partition : 0, Offset : 944, Key : None, value : 945
Topic : TOPIC1-3, Partition : 0, Offset : 945, Key : None, value : 946
Topic : TOPIC1-3, Partition : 0, Offset : 946, Key : None, value : 947
Topic : TOPIC1-3, Partition : 0, Offset : 947, Key : None, value : 948
Topic : TOPIC1-3, Partition : 0, Offset : 948, Key : None, value : 949
Topic : TOPIC1-3, Partition : 0, Offset : 949, Key : None, value : 950
Topic : TOPIC1-3, Partition : 0, Offset : 950, Key : None, value : 951
Topic : TOPIC1-3, Partition : 0, Offset : 951, Key : None, value : 952
Topic : TOPIC1-3, Partition : 0, Offset : 952, Key : None, value : 953
Topic : TOPIC1-3, Partition : 0, Offset : 953, Key : None, value : 954
Topic : TOPIC1-3, Partition : 0, Offset : 954, Key : None, value : 955
Topic : TOPIC1-3, Partition : 0, Offset : 955, Key : None, value : 956
Topic : TOPIC1-3, Partition : 0, Offset : 956, Key : None, value : 957
Topic : TOPIC1-3, Partition : 0, Offset : 957, Key : None, value : 958
Topic : TOPIC1-3, Partition : 0, Offset : 958, Key : None, value : 959
Topic : TOPIC1-3, Partition : 0, Offset : 959, Key : None, value : 960
Topic : TOPIC1-3, Partition : 0, Offset : 960, Key : None, value : 961
Topic : TOPIC1-3, Partition : 0, Offset : 961, Key : None, value : 962
Topic : TOPIC1-3, Partition : 0, Offset : 962, Key : None, value : 963
Topic : TOPIC1-3, Partition : 0, Offset : 963, Key : None, value : 964
Topic : TOPIC1-3, Partition : 0, Offset : 964, Key : None, value : 965
Topic : TOPIC1-3, Partition : 0, Offset : 965, Key : None, value : 966
Topic : TOPIC1-3, Partition : 0, Offset : 966, Key : None, value : 967
Topic : TOPIC1-3, Partition : 0, Offset : 967, Key : None, value : 968
Topic : TOPIC1-3, Partition : 0, Offset : 968, Key : None, value : 969
Topic : TOPIC1-3, Partition : 0, Offset : 969, Key : None, value : 970
Topic : TOPIC1-3, Partition : 0, Offset : 970, Key : None, value : 971
Topic : TOPIC1-3, Partition : 0, Offset : 971, Key : None, value : 972
Topic : TOPIC1-3, Partition : 0, Offset : 972, Key : None, value : 973
Topic : TOPIC1-3, Partition : 0, Offset : 973, Key : None, value : 974
Topic : TOPIC1-3, Partition : 0, Offset : 974, Key : None, value : 975
Topic : TOPIC1-3, Partition : 0, Offset : 975, Key : None, value : 976
Topic : TOPIC1-3, Partition : 0, Offset : 976, Key : None, value : 977
Topic : TOPIC1-3, Partition : 0, Offset : 977, Key : None, value : 978
Topic : TOPIC1-3, Partition : 0, Offset : 978, Key : None, value : 979
Topic : TOPIC1-3, Partition : 0, Offset : 979, Key : None, value : 980
Topic : TOPIC1-3, Partition : 0, Offset : 980, Key : None, value : 981
Topic : TOPIC1-3, Partition : 0, Offset : 981, Key : None, value : 982
Topic : TOPIC1-3, Partition : 0, Offset : 982, Key : None, value : 983
Topic : TOPIC1-3, Partition : 0, Offset : 983, Key : None, value : 984
Topic : TOPIC1-3, Partition : 0, Offset : 984, Key : None, value : 985
Topic : TOPIC1-3, Partition : 0, Offset : 985, Key : None, value : 986
Topic : TOPIC1-3, Partition : 0, Offset : 986, Key : None, value : 987
Topic : TOPIC1-3, Partition : 0, Offset : 987, Key : None, value : 988
Topic : TOPIC1-3, Partition : 0, Offset : 988, Key : None, value : 989
Topic : TOPIC1-3, Partition : 0, Offset : 989, Key : None, value : 990
Topic : TOPIC1-3, Partition : 0, Offset : 990, Key : None, value : 991
Topic : TOPIC1-3, Partition : 0, Offset : 991, Key : None, value : 992
Topic : TOPIC1-3, Partition : 0, Offset : 992, Key : None, value : 993
Topic : TOPIC1-3, Partition : 0, Offset : 993, Key : None, value : 994
Topic : TOPIC1-3, Partition : 0, Offset : 994, Key : None, value : 995
Topic : TOPIC1-3, Partition : 0, Offset : 995, Key : None, value : 996
Topic : TOPIC1-3, Partition : 0, Offset : 996, Key : None, value : 997
Topic : TOPIC1-3, Partition : 0, Offset : 997, Key : None, value : 998
Topic : TOPIC1-3, Partition : 0, Offset : 998, Key : None, value : 999
Topic : TOPIC1-3, Partition : 0, Offset : 999, Key : None, value : 1000
